invoice_id,customer_id,product_id,quantity,invoice_date,unit_price,line_total
INV007654,C00183,P04370,43,2023-09-30,37.61,1617.23
INV007655,C00183,P02036,46,2025-11-20,57.16,2629.36
INV007656,C00183,P01124,19,2025-10-09,46.28,879.32
INV007657,C00183,P04120,36,2023-06-29,25.22,907.92
INV007658,C00183,P05087,1,2025-08-21,57.60,57.60
INV007659,C00183,P01198,18,2025-04-13,45.82,824.76
INV007660,C00183,P01070,15,2023-01-17,18.48,277.20
INV007661,C00183,P01235,4,2024-03-28,44.45,177.80
INV007662,C00183,P02267,90,2025-03-06,16.26,1463.40
INV007663,C00183,P01774,80,2024-01-03,26.97,2157.60
INV007664,C00183,P04379,32,2024-06-05,65.55,2097.60
INV007665,C00183,P00861,10,2025-03-06,136.07,1360.70
INV007666,C00183,P04744,2,2024-05-13,12.42,24.84
INV007667,C00183,P04413,43,2025-10-11,80.44,3458.92
INV007668,C00183,P02117,81,2025-03-28,58.57,4744.17
INV007669,C00183,P00769,15,2025-06-06,77.45,1161.75
INV007670,C00183,P02277,28,2024-06-27,40.87,1144.36
INV007671,C00183,P01113,19,2024-05-13,26.68,506.92
INV007672,C00183,P04710,21,2024-03-16,23.52,493.92
INV007673,C00183,P00331,4,2025-05-20,67.28,269.12
INV007674,C00183,P05116,1,2025-03-31,330.13,330.13
INV007675,C00183,P00127,1,2023-03-05,126.41,126.41
INV007676,C00183,P04325,32,2023-07-11,17.75,568.00
INV007677,C00183,P00966,8,2025-03-27,49.27,394.16
INV007678,C00183,P00703,22,2023-10-12,21.05,463.10
INV007679,C00183,P00212,5,2025-08-01,228.07,1140.35
INV007680,C00183,P01798,79,2024-05-04,57.11,4511.69
INV007681,C00183,P00993,12,2025-03-14,45.31,543.72
INV007682,C00183,P04228,9,2025-03-11,5.59,50.31
INV007683,C00183,P04423,6,2024-06-14,82.18,493.08
INV007684,C00183,P04196,45,2025-09-29,29.80,1341.00
INV007685,C00183,P01474,97,2023-01-26,39.09,3791.73
INV007686,C00183,P04440,31,2023-05-12,37.74,1169.94
INV007687,C00183,P00477,2,2023-06-03,180.70,361.40
INV007688,C00183,P00845,23,2024-09-29,138.99,3196.77
INV007689,C00183,P00376,1,2023-06-16,50.04,50.04
INV007690,C00183,P05352,15,2024-02-14,34.30,514.50
INV007691,C00183,P01996,67,2024-05-20,94.61,6338.87
INV007692,C00183,P00118,4,2025-06-16,172.58,690.32
INV007693,C00183,P04591,34,2023-10-10,12.74,433.16
INV007694,C00183,P04216,9,2025-05-22,13.23,119.07
INV007695,C00183,P00669,20,2025-10-12,68.40,1368.00
INV007696,C00183,P00275,2,2024-07-12,156.33,312.66
INV007697,C00183,P00657,16,2024-02-02,103.74,1659.84
INV007698,C00184,P00594,13,2024-09-02,23.70,308.10
INV007699,C00184,P02974,22,2025-09-16,21.63,475.86
INV007700,C00184,P01128,5,2023-06-15,11.67,58.35
INV007701,C00184,P04712,3,2025-05-27,11.50,34.50
INV007702,C00184,P03314,21,2023-04-07,119.73,2514.33
INV007703,C00184,P04693,7,2023-07-24,47.36,331.52
INV007704,C00184,P03101,20,2023-04-15,46.27,925.40
INV007705,C00184,P00241,1,2023-03-07,105.46,105.46
INV007706,C00184,P00075,3,2023-12-09,154.15,462.45
INV007707,C00184,P03403,5,2025-03-14,1156.76,5783.80
INV007708,C00184,P03453,4,2024-07-17,57.05,228.20
INV007709,C00184,P00878,2,2023-08-03,40.98,81.96
INV007710,C00184,P00521,12,2025-03-26,39.04,468.48
INV007711,C00184,P03338,4,2024-04-12,44.24,176.96
INV007712,C00184,P03112,9,2024-12-28,39.26,353.34
INV007713,C00184,P01261,19,2023-08-13,40.05,760.95
INV007714,C00184,P00332,4,2024-05-14,117.50,470.00
INV007715,C00184,P00032,4,2025-07-17,285.13,1140.52
INV007716,C00184,P03046,24,2025-06-01,26.89,645.36
INV007717,C00184,P03422,8,2025-07-05,122.70,981.60
INV007718,C00184,P04889,8,2023-09-16,14.50,116.00
INV007719,C00184,P02999,16,2025-04-10,26.56,424.96
INV007720,C00185,P02089,58,2023-03-24,81.47,4725.26
INV007721,C00185,P01631,61,2023-06-26,45.51,2776.11
INV007722,C00185,P04748,12,2025-11-29,14.73,176.76
INV007723,C00185,P01846,39,2025-09-09,88.83,3464.37
INV007724,C00185,P00311,1,2025-03-03,134.28,134.28
INV007725,C00185,P02211,16,2024-05-14,34.70,555.20
INV007726,C00185,P02000,37,2023-08-25,115.95,4290.15
INV007727,C00185,P00606,12,2025-05-27,21.60,259.20
INV007728,C00185,P00938,6,2024-08-02,27.78,166.68
INV007729,C00185,P01164,22,2023-01-18,32.87,723.14
INV007730,C00185,P02050,29,2025-10-13,28.37,822.73
INV007731,C00185,P04462,10,2023-10-17,103.77,1037.70
INV007732,C00185,P00980,21,2024-05-03,112.80,2368.80
INV007733,C00185,P00451,1,2025-01-28,239.68,239.68
INV007734,C00185,P05289,3,2023-10-17,12.58,37.74
INV007735,C00185,P00909,21,2025-10-18,11.57,242.97
INV007736,C00185,P00053,1,2023-06-15,138.80,138.80
INV007737,C00185,P02264,66,2023-07-12,35.32,2331.12
INV007738,C00185,P00539,3,2023-03-09,30.34,91.02
INV007739,C00185,P00192,4,2023-08-20,455.05,1820.20
INV007740,C00185,P04706,17,2024-01-16,29.00,493.00
INV007741,C00185,P01793,27,2025-06-04,30.23,816.21
INV007742,C00185,P00356,1,2023-04-15,55.40,55.40
INV007743,C00185,P00656,5,2023-03-28,62.94,314.70
INV007744,C00185,P00361,3,2023-08-26,86.20,258.60
INV007745,C00185,P05064,2,2025-12-12,149.72,299.44
INV007746,C00185,P02142,65,2023-04-07,34.63,2250.95
INV007747,C00185,P01418,18,2025-05-20,41.43,745.74
INV007748,C00185,P00264,4,2023-04-08,157.15,628.60
INV007749,C00185,P00438,5,2024-05-04,459.61,2298.05
INV007750,C00185,P01883,18,2024-09-10,34.01,612.18
INV007751,C00185,P04787,18,2025-06-21,57.13,1028.34
INV007752,C00185,P01461,93,2023-09-17,38.51,3581.43
INV007753,C00185,P00939,4,2025-08-15,15.50,62.00
INV007754,C00185,P00050,5,2023-12-08,83.87,419.35
INV007755,C00185,P00708,20,2023-11-28,34.92,698.40
INV007756,C00185,P01067,13,2023-01-10,11.70,152.10
INV007757,C00186,P02226,94,2024-06-07,23.40,2199.60
INV007758,C00186,P04395,11,2024-02-25,93.30,1026.30
INV007759,C00186,P01658,26,2023-02-17,76.23,1981.98
INV007760,C00186,P00193,1,2025-04-26,354.66,354.66
INV007761,C00186,P01530,39,2025-10-07,43.63,1701.57
INV007762,C00186,P00400,5,2024-04-25,137.09,685.45
INV007763,C00186,P00283,2,2023-06-27,58.17,116.34
INV007764,C00186,P02166,48,2025-03-13,48.96,2350.08
INV007765,C00186,P04582,45,2025-12-30,6.13,275.85
INV007766,C00186,P00599,15,2025-05-07,20.31,304.65
INV007767,C00186,P00315,5,2023-11-29,74.73,373.65
INV007768,C00186,P04334,49,2025-12-28,14.01,686.49
INV007769,C00186,P00118,1,2023-07-06,163.50,163.50
INV007770,C00186,P00901,10,2024-10-04,36.91,369.10
INV007771,C00186,P02238,37,2024-10-01,25.34,937.58
INV007772,C00186,P01088,17,2025-03-09,11.06,188.02
INV007773,C00186,P00330,5,2025-09-18,90.99,454.95
INV007774,C00186,P04819,11,2024-03-24,40.44,444.84
INV007775,C00186,P04250,20,2024-11-29,6.00,120.00
INV007776,C00186,P01541,23,2023-06-13,65.01,1495.23
INV007777,C00186,P00494,5,2025-05-12,248.18,1240.90
INV007778,C00186,P00195,4,2023-06-01,469.86,1879.44
INV007779,C00186,P01424,36,2025-03-16,23.44,843.84
INV007780,C00186,P00276,5,2025-06-26,115.56,577.80
INV007781,C00186,P05272,10,2024-02-19,312.89,3128.90
INV007782,C00186,P04681,14,2025-09-18,38.41,537.74
INV007783,C00186,P01607,79,2024-10-05,26.89,2124.31
INV007784,C00186,P00010,2,2025-06-11,280.13,560.26
INV007785,C00186,P00658,2,2024-11-27,19.74,39.48
INV007786,C00186,P00180,2,2024-05-11,251.86,503.72
INV007787,C00186,P01658,11,2024-03-21,71.07,781.77
INV007788,C00186,P01761,14,2025-11-30,23.27,325.78
INV007789,C00186,P00399,5,2024-04-08,82.69,413.45
INV007790,C00186,P00405,4,2023-12-19,154.51,618.04
INV007791,C00186,P00365,5,2023-05-20,160.54,802.70
INV007792,C00186,P00881,4,2024-03-26,53.69,214.76
INV007793,C00186,P05160,3,2025-10-22,567.68,1703.04
INV007794,C00186,P04352,37,2024-08-07,16.58,613.46
INV007795,C00186,P02205,55,2024-06-24,14.09,774.95
INV007796,C00186,P00981,12,2023-05-24,104.11,1249.32
INV007797,C00186,P01986,69,2023-06-11,72.38,4994.22
INV007798,C00186,P01347,87,2025-03-24,45.69,3975.03
INV007799,C00186,P01716,24,2024-10-18,51.22,1229.28
INV007800,C00186,P00328,1,2024-03-24,132.04,132.04
INV007801,C00186,P00343,1,2024-04-30,134.62,134.62
INV007802,C00186,P01658,75,2025-07-06,69.02,5176.50
INV007803,C00186,P01180,13,2024-09-28,32.91,427.83
INV007804,C00186,P04577,46,2024-08-29,6.99,321.54
INV007805,C00186,P00455,2,2023-05-17,113.07,226.14
INV007806,C00186,P05066,2,2024-03-04,140.51,281.02
INV007807,C00186,P01546,85,2023-09-12,56.22,4778.70
INV007808,C00186,P00127,2,2024-01-23,119.23,238.46
INV007809,C00186,P04801,13,2025-11-30,26.51,344.63
INV007810,C00186,P01833,71,2023-09-06,36.69,2604.99
INV007811,C00186,P01166,18,2023-10-09,30.09,541.62
INV007812,C00186,P00845,11,2025-08-15,131.62,1447.82
INV007813,C00186,P04470,26,2023-08-26,75.12,1953.12
INV007814,C00186,P04707,3,2024-03-14,5.61,16.83
INV007815,C00186,P00188,5,2023-03-09,385.65,1928.25
INV007816,C00186,P04851,2,2024-04-08,13.33,26.66
INV007817,C00186,P00571,25,2024-08-13,17.84,446.00
INV007818,C00186,P02057,54,2025-09-19,39.44,2129.76
INV007819,C00186,P00465,3,2025-12-21,268.51,805.53
INV007820,C00186,P00253,1,2023-08-09,195.59,195.59
INV007821,C00186,P00202,1,2024-07-06,516.68,516.68
INV007822,C00186,P01266,5,2023-08-24,43.15,215.75
INV007823,C00186,P04243,12,2023-04-18,9.97,119.64
INV007824,C00186,P02037,74,2025-01-21,58.10,4299.40
INV007825,C00186,P00583,14,2023-09-27,30.23,423.22
INV007826,C00186,P04732,17,2024-08-06,22.76,386.92
INV007827,C00186,P02071,43,2025-11-20,62.83,2701.69
INV007828,C00186,P01908,64,2025-10-19,32.51,2080.64
INV007829,C00186,P00414,4,2025-05-23,269.81,1079.24
INV007830,C00186,P04132,27,2025-06-17,22.27,601.29
INV007831,C00186,P00148,1,2025-04-07,125.26,125.26
INV007832,C00187,P00842,8,2025-06-25,153.51,1228.08
INV007833,C00187,P03238,16,2025-06-30,131.52,2104.32
INV007834,C00187,P03076,6,2023-05-31,73.67,442.02
INV007835,C00187,P03397,11,2023-04-18,1411.50,15526.50
INV007836,C00187,P00021,5,2023-10-13,150.32,751.60
INV007837,C00187,P03262,6,2025-10-16,120.00,720.00
INV007838,C00187,P03180,9,2023-07-27,17.78,160.02
INV007839,C00187,P02981,19,2025-10-14,14.68,278.92
INV007840,C00187,P00963,5,2024-10-02,97.75,488.75
INV007841,C00187,P03394,17,2025-11-27,1289.99,21929.83
INV007842,C00187,P00042,3,2024-05-30,145.07,435.21
INV007843,C00187,P03371,13,2023-03-09,538.10,6995.30
INV007844,C00187,P04828,2,2023-05-09,25.19,50.38
INV007845,C00187,P03439,11,2024-04-22,112.80,1240.80
INV007846,C00187,P03421,20,2025-11-15,62.39,1247.80
INV007847,C00187,P04904,21,2024-04-09,14.68,308.28
INV007848,C00188,P02035,54,2025-09-01,58.48,3157.92
INV007849,C00188,P00094,3,2023-12-31,203.95,611.85
INV007850,C00188,P00151,4,2023-09-26,140.20,560.80
INV007851,C00188,P04719,9,2023-07-31,13.27,119.43
INV007852,C00188,P00305,4,2024-03-19,84.74,338.96
INV007853,C00188,P02145,79,2024-10-18,54.55,4309.45
INV007854,C00188,P04198,26,2023-01-12,61.84,1607.84
INV007855,C00188,P01738,58,2023-06-22,52.59,3050.22
INV007856,C00188,P00075,5,2023-05-29,157.98,789.90
INV007857,C00188,P05092,3,2025-10-22,119.52,358.56
INV007858,C00188,P00577,24,2025-09-18,37.33,895.92
INV007859,C00188,P04611,13,2024-02-21,16.03,208.39
INV007860,C00188,P00771,16,2024-03-14,35.07,561.12
INV007861,C00188,P01761,55,2025-03-14,24.17,1329.35
INV007862,C00188,P05318,12,2023-09-17,41.75,501.00
INV007863,C00188,P01221,7,2023-06-11,73.05,511.35
INV007864,C00188,P02070,33,2025-04-04,74.77,2467.41
INV007865,C00188,P05073,4,2025-11-03,89.89,359.56
INV007866,C00188,P01028,23,2023-05-05,4.88,112.24
INV007867,C00188,P00780,11,2025-01-24,19.93,219.23
INV007868,C00188,P04094,33,2025-06-27,12.60,415.80
INV007869,C00188,P00504,21,2023-05-14,33.10,695.10
INV007870,C00188,P00625,22,2023-09-04,39.41,867.02
INV007871,C00188,P01984,57,2023-06-30,43.22,2463.54
INV007872,C00188,P00154,5,2024-12-07,301.98,1509.90
INV007873,C00188,P01477,70,2025-06-30,41.69,2918.30
INV007874,C00188,P01066,10,2023-07-20,11.94,119.40
INV007875,C00188,P04447,38,2025-01-19,134.24,5101.12
INV007876,C00188,P00458,3,2025-05-29,122.42,367.26
INV007877,C00188,P00420,4,2023-07-01,417.30,1669.20
INV007878,C00188,P05102,5,2024-06-05,304.73,1523.65
INV007879,C00188,P04762,23,2024-11-19,16.05,369.15
INV007880,C00188,P00523,15,2023-10-13,52.92,793.80
INV007881,C00188,P04236,16,2023-12-28,11.51,184.16
INV007882,C00188,P00256,2,2025-02-11,228.98,457.96
INV007883,C00188,P01125,10,2023-04-09,14.64,146.40
INV007884,C00188,P02223,16,2023-04-22,37.21,595.36
INV007885,C00188,P00214,4,2023-04-10,227.68,910.72
INV007886,C00188,P02001,14,2024-05-03,75.28,1053.92
INV007887,C00188,P00052,5,2023-09-25,63.28,316.40
INV007888,C00188,P01835,21,2025-01-31,89.07,1870.47
INV007889,C00188,P04772,22,2024-02-13,64.55,1420.10
INV007890,C00188,P01134,12,2025-04-22,15.62,187.44
INV007891,C00188,P00029,1,2025-03-05,122.28,122.28
INV007892,C00188,P00715,17,2025-06-20,35.80,608.60
INV007893,C00188,P02133,43,2023-04-06,70.10,3014.30
INV007894,C00188,P04627,34,2023-11-06,8.25,280.50
INV007895,C00188,P01756,77,2023-07-14,43.30,3334.10
INV007896,C00188,P02110,64,2023-03-10,67.86,4343.04
INV007897,C00188,P01830,16,2024-09-25,70.51,1128.16
INV007898,C00189,P00531,6,2024-03-12,51.83,310.98
INV007899,C00189,P00266,3,2023-04-11,124.17,372.51
INV007900,C00189,P04810,14,2025-11-01,37.80,529.20
INV007901,C00189,P01117,16,2024-06-27,16.02,256.32
INV007902,C00189,P03535,6,2025-10-05,34.06,204.36
INV007903,C00189,P03651,18,2025-07-20,21.26,382.68
INV007904,C00189,P00483,1,2025-09-23,340.44,340.44
INV007905,C00189,P05087,3,2023-10-13,58.37,175.11
INV007906,C00189,P03827,8,2024-09-26,17.56,140.48
INV007907,C00189,P00250,1,2024-05-06,152.81,152.81
INV007908,C00189,P03740,21,2023-08-16,35.99,755.79
INV007909,C00189,P03469,10,2025-09-14,102.03,1020.30
INV007910,C00189,P03731,9,2023-06-13,27.62,248.58
INV007911,C00189,P00241,3,2023-11-13,104.95,314.85
INV007912,C00189,P03672,21,2024-07-07,15.40,323.40
INV007913,C00189,P00202,5,2023-08-03,541.67,2708.35
INV007914,C00189,P00044,2,2023-07-27,167.83,335.66
INV007915,C00189,P03738,18,2023-11-01,21.58,388.44
INV007916,C00189,P04806,16,2024-07-10,30.41,486.56
INV007917,C00189,P00749,2,2023-07-08,37.95,75.90
INV007918,C00189,P03627,10,2023-07-22,3.46,34.60
INV007919,C00189,P04753,24,2023-12-05,17.42,418.08
INV007920,C00189,P00036,2,2023-04-06,199.32,398.64
INV007921,C00189,P03660,14,2025-08-09,11.00,154.00
INV007922,C00189,P00461,1,2024-11-13,147.74,147.74
INV007923,C00189,P01190,19,2025-05-07,20.03,380.57
INV007924,C00189,P04706,25,2024-05-02,28.45,711.25
INV007925,C00189,P00094,3,2023-02-21,217.06,651.18
INV007926,C00189,P00073,3,2025-10-07,68.92,206.76
INV007927,C00189,P03682,17,2024-04-13,27.15,461.55
INV007928,C00189,P01270,24,2025-08-14,38.10,914.40
INV007929,C00189,P03767,2,2024-07-04,75.54,151.08
INV007930,C00189,P04862,4,2025-12-28,11.81,47.24
INV007931,C00189,P03770,23,2024-04-29,52.68,1211.64
INV007932,C00190,P02877,17,2025-07-22,7.08,120.36
INV007933,C00190,P00928,13,2025-12-26,20.20,262.60
INV007934,C00190,P02302,22,2024-11-10,32.40,712.80
INV007935,C00190,P02389,31,2025-12-04,30.09,932.79
INV007936,C00190,P02640,39,2025-10-02,74.97,2923.83
INV007937,C00190,P02846,24,2023-09-18,13.17,316.08
INV007938,C00190,P02911,7,2025-08-19,15.07,105.49
INV007939,C00190,P02910,21,2023-11-20,44.40,932.40
INV007940,C00190,P02617,47,2024-05-01,82.15,3861.05
INV007941,C00190,P02842,15,2023-06-02,15.24,228.60
INV007942,C00190,P02868,10,2025-12-24,17.62,176.20
INV007943,C00190,P02346,19,2023-08-28,34.65,658.35
INV007944,C00190,P02943,2,2024-11-21,591.42,1182.84
INV007945,C00190,P02735,12,2024-04-08,5.04,60.48
INV007946,C00190,P02710,2,2024-09-27,25.81,51.62
INV007947,C00190,P02515,32,2024-07-21,68.12,2179.84
INV007948,C00190,P02593,42,2025-08-06,28.15,1182.30
INV007949,C00190,P02605,27,2023-11-13,68.27,1843.29
INV007950,C00190,P01234,25,2024-05-13,43.77,1094.25
INV007951,C00190,P02718,12,2023-05-31,20.95,251.40
INV007952,C00190,P02839,4,2023-06-14,6.69,26.76
INV007953,C00190,P02887,18,2023-05-03,49.16,884.88
INV007954,C00190,P02355,13,2025-06-05,46.79,608.27
INV007955,C00190,P02924,21,2024-09-22,47.33,993.93
INV007956,C00190,P02442,44,2024-08-08,23.94,1053.36
INV007957,C00190,P02676,4,2025-01-24,14.26,57.04
INV007958,C00190,P02694,17,2025-06-13,21.19,360.23
INV007959,C00190,P02868,24,2025-10-28,18.83,451.92
INV007960,C00190,P02729,8,2023-06-24,19.59,156.72
INV007961,C00190,P00825,8,2023-10-26,67.44,539.52
INV007962,C00190,P02366,11,2025-06-07,55.77,613.47
INV007963,C00190,P04758,19,2024-04-06,33.74,641.06
INV007964,C00190,P02389,31,2024-05-06,30.97,960.07
INV007965,C00190,P02526,14,2024-04-28,45.62,638.68
INV007966,C00190,P02506,8,2024-05-02,29.85,238.80
INV007967,C00190,P02403,21,2024-05-28,47.50,997.50
INV007968,C00190,P02897,3,2023-11-11,14.13,42.39
INV007969,C00190,P02346,19,2025-06-03,34.24,650.56
INV007970,C00190,P01179,22,2024-12-27,39.44,867.68
INV007971,C00190,P02919,22,2024-09-24,16.11,354.42
INV007972,C00190,P02897,21,2024-04-13,15.54,326.34
INV007973,C00190,P02944,18,2023-07-11,523.54,9423.72
INV007974,C00190,P02947,5,2024-08-12,273.55,1367.75
INV007975,C00190,P02960,4,2025-04-18,538.52,2154.08
INV007976,C00190,P02760,25,2025-09-03,17.80,445.00
INV007977,C00190,P02527,23,2025-04-12,34.00,782.00
INV007978,C00190,P02373,13,2025-04-06,43.18,561.34
INV007979,C00190,P02805,13,2024-06-10,7.97,103.61
INV007980,C00190,P02820,7,2025-09-13,7.76,54.32
INV007981,C00190,P02728,18,2024-05-25,6.22,111.96
INV007982,C00190,P02471,29,2025-05-16,43.62,1264.98
INV007983,C00190,P02580,8,2024-06-08,53.97,431.76
INV007984,C00190,P02679,15,2025-11-12,19.88,298.20
INV007985,C00190,P02346,7,2024-06-06,34.26,239.82
INV007986,C00190,P02382,44,2023-10-10,47.19,2076.36
INV007987,C00190,P02483,33,2023-09-23,45.33,1495.89
INV007988,C00190,P02928,10,2024-01-19,422.74,4227.40
INV007989,C00190,P02781,21,2025-11-20,18.03,378.63
INV007990,C00190,P02954,5,2023-09-23,260.83,1304.15
INV007991,C00190,P00625,18,2024-07-28,38.43,691.74
INV007992,C00190,P02533,16,2025-01-06,63.45,1015.20
INV007993,C00190,P02682,21,2024-09-25,24.47,513.87
INV007994,C00190,P02379,45,2024-05-26,35.95,1617.75
INV007995,C00190,P02817,25,2024-12-30,4.81,120.25
INV007996,C00190,P04855,17,2024-10-24,17.96,305.32
INV007997,C00190,P02764,19,2023-08-06,19.53,371.07
INV007998,C00190,P02726,13,2025-07-30,6.41,83.33
INV007999,C00190,P02316,41,2025-05-03,36.65,1502.65
INV008000,C00190,P02648,41,2024-07-08,38.12,1562.92
INV008001,C00190,P02853,7,2023-03-07,17.52,122.64
INV008002,C00190,P02931,10,2023-09-20,374.59,3745.90
INV008003,C00190,P02872,2,2024-03-14,15.39,30.78
INV008004,C00190,P02936,9,2023-03-13,169.80,1528.20
INV008005,C00190,P02877,15,2025-09-19,7.60,114.00
INV008006,C00190,P02919,22,2025-03-20,15.95,350.90
INV008007,C00190,P02551,9,2024-08-09,42.35,381.15
INV008008,C00190,P02906,16,2025-07-06,34.38,550.08
INV008009,C00190,P02496,37,2023-02-16,74.99,2774.63
INV008010,C00190,P02632,15,2024-07-02,41.39,620.85
INV008011,C00190,P02852,4,2024-10-19,19.47,77.88
INV008012,C00190,P02420,42,2024-04-17,27.36,1149.12
INV008013,C00190,P02883,13,2023-03-26,13.35,173.55
INV008014,C00190,P02316,17,2023-04-28,33.26,565.42
INV008015,C00190,P02558,15,2025-05-20,68.65,1029.75
INV008016,C00190,P02955,25,2025-07-14,173.93,4348.25
INV008017,C00190,P02498,15,2024-11-12,76.91,1153.65
INV008018,C00190,P02511,28,2023-04-14,74.41,2083.48
INV008019,C00190,P02670,13,2023-09-19,36.34,472.42
INV008020,C00190,P02439,13,2025-05-12,22.86,297.18
INV008021,C00190,P02868,17,2024-03-29,18.19,309.23
INV008022,C00190,P02804,14,2023-09-12,9.47,132.58
INV008023,C00190,P02679,5,2025-05-31,18.94,94.70
INV008024,C00190,P02468,33,2024-06-16,25.65,846.45
INV008025,C00190,P02719,22,2023-11-10,8.21,180.62
INV008026,C00190,P02674,13,2023-09-30,8.09,105.17
INV008027,C00190,P04851,23,2024-05-17,13.67,314.41
INV008028,C00190,P02861,13,2024-02-02,10.84,140.92
INV008029,C00191,P04803,11,2024-03-05,30.97,340.67
INV008030,C00191,P01285,12,2025-06-08,19.91,238.92
INV008031,C00191,P00065,1,2023-04-13,73.11,73.11
INV008032,C00191,P02122,37,2024-08-29,69.18,2559.66
INV008033,C00191,P01868,68,2025-10-09,62.45,4246.60
INV008034,C00191,P01790,96,2023-08-22,43.44,4170.24
INV008035,C00191,P04482,37,2024-05-19,109.92,4067.04
INV008036,C00191,P00893,20,2024-09-18,20.67,413.40
INV008037,C00191,P01322,27,2025-06-01,35.53,959.31
INV008038,C00191,P00068,2,2024-08-18,68.44,136.88
INV008039,C00191,P04452,17,2024-10-04,118.50,2014.50
INV008040,C00191,P00270,4,2025-07-18,195.02,780.08
INV008041,C00191,P00994,11,2025-04-11,41.14,452.54
INV008042,C00191,P00964,15,2025-01-04,23.34,350.10
INV008043,C00191,P01396,52,2025-06-06,34.87,1813.24
INV008044,C00191,P00155,2,2025-01-30,333.66,667.32
INV008045,C00191,P05268,23,2024-07-18,319.52,7348.96
INV008046,C00191,P01146,25,2024-08-16,44.49,1112.25
INV008047,C00191,P00934,3,2025-06-15,11.81,35.43
INV008048,C00191,P00693,3,2023-03-20,76.14,228.42
INV008049,C00191,P04856,19,2025-04-30,10.75,204.25
INV008050,C00191,P00551,23,2023-06-15,47.63,1095.49
INV008051,C00191,P01508,29,2025-12-15,64.26,1863.54
INV008052,C00191,P04588,13,2024-04-29,12.31,160.03
INV008053,C00191,P04265,44,2025-04-25,6.90,303.60
INV008054,C00191,P01824,16,2025-06-19,23.28,372.48
INV008055,C00191,P01089,4,2023-08-06,22.68,90.72
INV008056,C00191,P00015,1,2025-11-08,224.12,224.12
INV008057,C00191,P01599,72,2025-04-23,43.83,3155.76
INV008058,C00191,P04472,41,2024-11-23,104.48,4283.68
INV008059,C00191,P02159,60,2023-06-22,78.30,4698.00
INV008060,C00191,P00795,14,2023-10-19,45.45,636.30
INV008061,C00191,P00388,3,2025-12-10,166.41,499.23
INV008062,C00191,P04470,7,2024-02-22,69.64,487.48
INV008063,C00191,P04741,13,2024-08-30,19.49,253.37
INV008064,C00191,P00394,2,2023-11-19,178.76,357.52
INV008065,C00191,P00011,1,2024-01-07,172.74,172.74
INV008066,C00191,P00767,5,2023-06-02,54.81,274.05
INV008067,C00191,P01467,36,2024-08-19,52.42,1887.12
INV008068,C00191,P00591,23,2024-11-10,8.71,200.33
INV008069,C00191,P00251,1,2025-11-14,145.45,145.45
INV008070,C00191,P00073,2,2024-09-04,61.28,122.56
INV008071,C00191,P01933,43,2025-07-20,46.21,1987.03
INV008072,C00192,P00514,13,2025-06-19,25.58,332.54
INV008073,C00192,P01739,77,2025-07-18,19.47,1499.19
INV008074,C00192,P00138,4,2025-07-24,258.19,1032.76
INV008075,C00192,P01602,67,2025-10-30,16.13,1080.71
INV008076,C00192,P01512,94,2023-10-01,50.39,4736.66
INV008077,C00192,P02232,87,2025-06-19,37.96,3302.52
INV008078,C00193,P04764,10,2024-02-19,28.79,287.90
INV008079,C00193,P03194,9,2024-06-20,76.19,685.71
INV008080,C00193,P03389,5,2023-04-16,644.00,3220.00
INV008081,C00193,P03096,11,2023-04-26,37.99,417.89
INV008082,C00193,P02986,8,2024-06-07,23.73,189.84
INV008083,C00193,P00058,4,2024-10-20,103.81,415.24
INV008084,C00193,P03064,15,2024-01-24,82.24,1233.60
INV008085,C00193,P03462,9,2023-02-01,23.44,210.96
INV008086,C00193,P03377,3,2024-04-30,1246.17,3738.51
INV008087,C00193,P03170,23,2023-06-08,81.97,1885.31
INV008088,C00193,P04764,2,2023-11-13,29.01,58.02
INV008089,C00193,P03291,23,2025-03-30,46.62,1072.26
INV008090,C00193,P04785,9,2023-11-28,60.17,541.53
INV008091,C00193,P03288,8,2025-01-06,123.69,989.52
INV008092,C00193,P00155,1,2024-08-06,331.38,331.38
INV008093,C00193,P03211,9,2025-08-03,22.25,200.25
INV008094,C00193,P03093,22,2024-09-09,37.81,831.82
INV008095,C00193,P03023,19,2024-05-05,42.41,805.79
INV008096,C00193,P03046,8,2023-12-29,28.69,229.52
INV008097,C00194,P00694,12,2025-01-23,29.89,358.68
INV008098,C00194,P00263,5,2024-03-31,240.25,1201.25
INV008099,C00194,P00442,2,2025-08-08,337.39,674.78
INV008100,C00194,P05315,10,2025-08-15,22.89,228.90
INV008101,C00194,P00425,4,2023-06-12,177.40,709.60
INV008102,C00194,P04170,20,2024-05-26,73.87,1477.40
INV008103,C00194,P01980,45,2024-09-04,45.04,2026.80
INV008104,C00194,P00353,5,2024-06-20,110.55,552.75
INV008105,C00194,P00400,2,2025-12-06,126.71,253.42
INV008106,C00194,P00797,3,2025-11-21,72.22,216.66
INV008107,C00194,P00423,4,2025-09-15,438.59,1754.36
INV008108,C00194,P02102,38,2023-05-05,53.96,2050.48
INV008109,C00194,P00186,4,2023-06-27,466.33,1865.32
INV008110,C00194,P04380,14,2024-08-15,87.83,1229.62
INV008111,C00194,P00676,8,2025-02-27,37.09,296.72
INV008112,C00194,P00844,6,2024-07-05,64.28,385.68
INV008113,C00194,P00243,2,2023-12-06,220.81,441.62
