product_id,product_name,brand,l2_category,l3_category,functionality,unit_price,unit_of_measure,in_stock
P00607,Irwin Model 449 Screwdrivers,Irwin,Hand Tools,Screwdrivers,Fastening,21.45,Each,TRUE
P00608,Husky Model 111 Screwdrivers,Husky,Hand Tools,Screwdrivers,Fastening,28.85,Each,TRUE
P00609,Irwin Model 438 Screwdrivers,Irwin,Hand Tools,Screwdrivers,Fastening,13.07,Each,TRUE
P00610,Stanley Model 828 Screwdrivers,Stanley,Hand Tools,Screwdrivers,Fastening,30.26,Each,TRUE
P00611,Stanley Model 198 Screwdrivers,Stanley,Hand Tools,Screwdrivers,Fastening,20.73,Each,TRUE
P00612,Craftsman Model 218 Screwdrivers,Craftsman,Hand Tools,Screwdrivers,Fastening,9.22,Each,TRUE
P00613,Irwin Model 564 Screwdrivers,Irwin,Hand Tools,Screwdrivers,Fastening,24.91,Each,TRUE
P00614,Craftsman Model 161 Screwdrivers,Craftsman,Hand Tools,Screwdrivers,Fastening,22.69,Each,TRUE
P00615,Stanley Model 771 Screwdrivers,Stanley,Hand Tools,Screwdrivers,Fastening,11.04,Each,TRUE
P00616,Klein Tools Model 652 Screwdrivers,Klein Tools,Hand Tools,Screwdrivers,Fastening,28.15,Each,TRUE
P00617,Klein Tools Model 743 Screwdrivers,Klein Tools,Hand Tools,Screwdrivers,Fastening,22.76,Each,TRUE
P00618,Husky Model 937 Screwdrivers,Husky,Hand Tools,Screwdrivers,Fastening,26.66,Each,TRUE
P00619,Channellock Model 652 Screwdrivers,Channellock,Hand Tools,Screwdrivers,Fastening,30.92,Each,TRUE
P00620,Craftsman Model 959 Screwdrivers,Craftsman,Hand Tools,Screwdrivers,Fastening,14.85,Each,TRUE
P00621,Craftsman Model 906 Screwdrivers,Craftsman,Hand Tools,Screwdrivers,Fastening,22.82,Each,TRUE
P00622,Stanley Model 557 Screwdrivers,Stanley,Hand Tools,Screwdrivers,Fastening,19.11,Each,TRUE
P00623,Channellock Model 641 Screwdrivers,Channellock,Hand Tools,Screwdrivers,Fastening,12.46,Each,TRUE
P00624,Irwin Model 619 Screwdrivers,Irwin,Hand Tools,Screwdrivers,Fastening,13.24,Each,TRUE
P00625,Craftsman Model 901 Screwdrivers,Craftsman,Hand Tools,Screwdrivers,Fastening,38.27,Each,TRUE
P00626,Channellock Model 209 Screwdrivers,Channellock,Hand Tools,Screwdrivers,Fastening,13.32,Each,TRUE
P00627,Stanley Model 426 Screwdrivers,Stanley,Hand Tools,Screwdrivers,Fastening,29.81,Each,TRUE
P00628,Irwin Model 819 Screwdriver Sets,Irwin,Hand Tools,Screwdriver Sets,Fastening,60.47,Each,TRUE
P00629,Channellock Model 338 Screwdriver Sets,Channellock,Hand Tools,Screwdriver Sets,Fastening,111.29,Each,TRUE
P00630,Klein Tools Model 174 Screwdriver Sets,Klein Tools,Hand Tools,Screwdriver Sets,Fastening,21.25,Each,TRUE
P00631,Irwin Model 529 Screwdriver Sets,Irwin,Hand Tools,Screwdriver Sets,Fastening,119.21,Each,TRUE
P00632,Stanley Model 662 Screwdriver Sets,Stanley,Hand Tools,Screwdriver Sets,Fastening,76.93,Each,TRUE
P00633,Irwin Model 554 Screwdriver Sets,Irwin,Hand Tools,Screwdriver Sets,Fastening,112.54,Each,TRUE
P00634,Channellock Model 796 Screwdriver Sets,Channellock,Hand Tools,Screwdriver Sets,Fastening,102.96,Each,TRUE
P00635,Irwin Model 772 Screwdriver Sets,Irwin,Hand Tools,Screwdriver Sets,Fastening,68.04,Each,TRUE
P00636,Stanley Model 795 Screwdriver Sets,Stanley,Hand Tools,Screwdriver Sets,Fastening,63.99,Each,TRUE
P00637,Stanley Model 244 Screwdriver Sets,Stanley,Hand Tools,Screwdriver Sets,Fastening,42.36,Each,TRUE
P00638,Irwin Model 818 Screwdriver Sets,Irwin,Hand Tools,Screwdriver Sets,Fastening,29.15,Each,TRUE
P00639,Husky Model 923 Screwdriver Sets,Husky,Hand Tools,Screwdriver Sets,Fastening,97.78,Each,TRUE
P00640,Stanley Model 289 Screwdriver Sets,Stanley,Hand Tools,Screwdriver Sets,Fastening,74.75,Each,TRUE
P00641,Stanley Model 154 Screwdriver Sets,Stanley,Hand Tools,Screwdriver Sets,Fastening,86.16,Each,TRUE
P00642,Craftsman Model 754 Screwdriver Sets,Craftsman,Hand Tools,Screwdriver Sets,Fastening,72.20,Each,TRUE
P00643,Craftsman Model 545 Screwdriver Sets,Craftsman,Hand Tools,Screwdriver Sets,Fastening,72.74,Each,TRUE
P00644,Channellock Model 598 Screwdriver Sets,Channellock,Hand Tools,Screwdriver Sets,Fastening,34.50,Each,TRUE
P00645,Klein Tools Model 196 Screwdriver Sets,Klein Tools,Hand Tools,Screwdriver Sets,Fastening,100.07,Each,TRUE
P00646,Klein Tools Model 408 Screwdriver Sets,Klein Tools,Hand Tools,Screwdriver Sets,Fastening,33.05,Each,TRUE
P00647,Craftsman Model 124 Screwdriver Sets,Craftsman,Hand Tools,Screwdriver Sets,Fastening,80.40,Each,TRUE
P00648,Craftsman Model 669 Screwdriver Sets,Craftsman,Hand Tools,Screwdriver Sets,Fastening,51.22,Each,TRUE
P00649,Craftsman Model 204 Screwdriver Sets,Craftsman,Hand Tools,Screwdriver Sets,Fastening,106.16,Each,TRUE
P00650,Channellock Model 512 Screwdriver Sets,Channellock,Hand Tools,Screwdriver Sets,Fastening,42.29,Each,TRUE
P00651,Stanley Model 535 Screwdriver Sets,Stanley,Hand Tools,Screwdriver Sets,Fastening,54.11,Each,TRUE
P00652,Craftsman Model 522 Screwdriver Sets,Craftsman,Hand Tools,Screwdriver Sets,Fastening,79.27,Each,TRUE
P00653,Klein Tools Model 744 Screwdriver Sets,Klein Tools,Hand Tools,Screwdriver Sets,Fastening,75.34,Each,TRUE
P00654,Husky Model 740 Screwdriver Sets,Husky,Hand Tools,Screwdriver Sets,Fastening,22.30,Each,TRUE
P00655,Irwin Model 525 Screwdriver Sets,Irwin,Hand Tools,Screwdriver Sets,Fastening,61.95,Each,TRUE
P00656,Channellock Model 283 Screwdriver Sets,Channellock,Hand Tools,Screwdriver Sets,Fastening,65.61,Each,TRUE
P00657,Channellock Model 752 Screwdriver Sets,Channellock,Hand Tools,Screwdriver Sets,Fastening,111.73,Each,TRUE
P00658,Klein Tools Model 993 Screwdriver Sets,Klein Tools,Hand Tools,Screwdriver Sets,Fastening,21.55,Each,TRUE
P00659,Klein Tools Model 418 Screwdriver Sets,Klein Tools,Hand Tools,Screwdriver Sets,Fastening,60.74,Each,TRUE
P00660,Stanley Model 769 Screwdriver Sets,Stanley,Hand Tools,Screwdriver Sets,Fastening,29.98,Each,TRUE
P00661,Irwin Model 948 Screwdriver Sets,Irwin,Hand Tools,Screwdriver Sets,Fastening,77.70,Each,TRUE
P00662,Craftsman Model 237 Screwdriver Sets,Craftsman,Hand Tools,Screwdriver Sets,Fastening,65.87,Each,TRUE
P00663,Irwin Model 299 Screwdriver Sets,Irwin,Hand Tools,Screwdriver Sets,Fastening,102.76,Each,TRUE
P00664,Channellock Model 683 Screwdriver Sets,Channellock,Hand Tools,Screwdriver Sets,Fastening,111.01,Each,TRUE
P00665,Channellock Model 679 Screwdriver Sets,Channellock,Hand Tools,Screwdriver Sets,Fastening,83.52,Each,TRUE
P00666,Klein Tools Model 133 Screwdriver Sets,Klein Tools,Hand Tools,Screwdriver Sets,Fastening,35.46,Each,TRUE
P00667,Irwin Model 668 Screwdriver Sets,Irwin,Hand Tools,Screwdriver Sets,Fastening,65.27,Each,TRUE
P00668,Stanley Model 282 Screwdriver Sets,Stanley,Hand Tools,Screwdriver Sets,Fastening,119.07,Each,TRUE
P00669,Stanley Model 983 Screwdriver Sets,Stanley,Hand Tools,Screwdriver Sets,Fastening,72.57,Each,TRUE
P00670,Stanley Model 299 Screwdriver Sets,Stanley,Hand Tools,Screwdriver Sets,Fastening,65.61,Each,TRUE
P00671,Irwin Model 152 Screwdriver Sets,Irwin,Hand Tools,Screwdriver Sets,Fastening,110.84,Each,FALSE
P00672,Stanley Model 684 Screwdriver Sets,Stanley,Hand Tools,Screwdriver Sets,Fastening,93.79,Each,TRUE
P00673,Craftsman Model 215 Screwdriver Sets,Craftsman,Hand Tools,Screwdriver Sets,Fastening,56.63,Each,TRUE
P00674,Husky Model 958 Screwdriver Sets,Husky,Hand Tools,Screwdriver Sets,Fastening,97.86,Each,TRUE
P00675,Irwin Model 969 Screwdriver Sets,Irwin,Hand Tools,Screwdriver Sets,Fastening,102.15,Each,TRUE
P00676,Channellock Model 697 Screwdriver Sets,Channellock,Hand Tools,Screwdriver Sets,Fastening,36.75,Each,TRUE
P00677,Craftsman Model 730 Screwdriver Sets,Craftsman,Hand Tools,Screwdriver Sets,Fastening,52.38,Each,TRUE
P00678,Stanley Model 471 Screwdriver Sets,Stanley,Hand Tools,Screwdriver Sets,Fastening,104.92,Each,TRUE
P00679,Irwin Model 770 Screwdriver Sets,Irwin,Hand Tools,Screwdriver Sets,Fastening,41.55,Each,TRUE
P00680,Channellock Model 428 Screwdriver Sets,Channellock,Hand Tools,Screwdriver Sets,Fastening,116.00,Each,TRUE
P00681,Klein Tools Model 188 Screwdriver Sets,Klein Tools,Hand Tools,Screwdriver Sets,Fastening,47.19,Each,TRUE
P00682,Husky Model 579 Screwdriver Sets,Husky,Hand Tools,Screwdriver Sets,Fastening,76.63,Each,TRUE
P00683,Craftsman Model 436 Screwdriver Sets,Craftsman,Hand Tools,Screwdriver Sets,Fastening,105.08,Each,TRUE
P00684,Stanley Model 625 Screwdriver Sets,Stanley,Hand Tools,Screwdriver Sets,Fastening,47.96,Each,TRUE
P00685,Klein Tools Model 961 Screwdriver Sets,Klein Tools,Hand Tools,Screwdriver Sets,Fastening,24.41,Each,TRUE
P00686,Irwin Model 605 Screwdriver Sets,Irwin,Hand Tools,Screwdriver Sets,Fastening,85.68,Each,FALSE
P00687,Stanley Model 921 Screwdriver Sets,Stanley,Hand Tools,Screwdriver Sets,Fastening,22.07,Each,TRUE
P00688,Irwin Model 429 Screwdriver Sets,Irwin,Hand Tools,Screwdriver Sets,Fastening,88.56,Each,TRUE
P00689,Channellock Model 612 Screwdriver Sets,Channellock,Hand Tools,Screwdriver Sets,Fastening,22.45,Each,TRUE
P00690,Klein Tools Model 447 Screwdriver Sets,Klein Tools,Hand Tools,Screwdriver Sets,Fastening,89.46,Each,TRUE
P00691,Craftsman Model 735 Screwdriver Sets,Craftsman,Hand Tools,Screwdriver Sets,Fastening,84.55,Each,TRUE
P00692,Irwin Model 685 Screwdriver Sets,Irwin,Hand Tools,Screwdriver Sets,Fastening,89.26,Each,TRUE
P00693,Husky Model 151 Screwdriver Sets,Husky,Hand Tools,Screwdriver Sets,Fastening,82.15,Each,TRUE
P00694,Irwin Model 395 Pliers,Irwin,Hand Tools,Pliers,Gripping,29.41,Each,TRUE
P00695,Stanley Model 785 Pliers,Stanley,Hand Tools,Pliers,Gripping,32.39,Each,TRUE
P00696,Channellock Model 373 Pliers,Channellock,Hand Tools,Pliers,Gripping,36.36,Each,TRUE
P00697,Husky Model 794 Pliers,Husky,Hand Tools,Pliers,Gripping,17.85,Each,TRUE
P00698,Klein Tools Model 895 Pliers,Klein Tools,Hand Tools,Pliers,Gripping,43.39,Each,FALSE
P00699,Husky Model 468 Pliers,Husky,Hand Tools,Pliers,Gripping,39.65,Each,TRUE
P00700,Klein Tools Model 125 Pliers,Klein Tools,Hand Tools,Pliers,Gripping,39.54,Each,TRUE
P00701,Irwin Model 417 Pliers,Irwin,Hand Tools,Pliers,Gripping,45.24,Each,TRUE
P00702,Stanley Model 460 Pliers,Stanley,Hand Tools,Pliers,Gripping,21.93,Each,TRUE
P00703,Klein Tools Model 699 Pliers,Klein Tools,Hand Tools,Pliers,Gripping,22.09,Each,TRUE
P00704,Channellock Model 805 Pliers,Channellock,Hand Tools,Pliers,Gripping,38.57,Each,TRUE
P00705,Klein Tools Model 141 Pliers,Klein Tools,Hand Tools,Pliers,Gripping,28.24,Each,TRUE
P00706,Husky Model 302 Pliers,Husky,Hand Tools,Pliers,Gripping,32.32,Each,TRUE
P00707,Klein Tools Model 282 Pliers,Klein Tools,Hand Tools,Pliers,Gripping,33.84,Each,TRUE
P00708,Husky Model 730 Pliers,Husky,Hand Tools,Pliers,Gripping,37.37,Each,TRUE
P00709,Irwin Model 830 Pliers,Irwin,Hand Tools,Pliers,Gripping,38.35,Each,TRUE
P00710,Irwin Model 986 Pliers,Irwin,Hand Tools,Pliers,Gripping,34.54,Each,TRUE
P00711,Craftsman Model 581 Pliers,Craftsman,Hand Tools,Pliers,Gripping,21.61,Each,TRUE
P00712,Husky Model 183 Pliers,Husky,Hand Tools,Pliers,Gripping,26.86,Each,TRUE
P00713,Husky Model 844 Pliers,Husky,Hand Tools,Pliers,Gripping,24.02,Each,TRUE
P00714,Channellock Model 266 Pliers,Channellock,Hand Tools,Pliers,Gripping,39.57,Each,TRUE
P00715,Irwin Model 298 Pliers,Irwin,Hand Tools,Pliers,Gripping,37.20,Each,TRUE
P00716,Irwin Model 163 Pliers,Irwin,Hand Tools,Pliers,Gripping,17.32,Each,TRUE
P00717,Channellock Model 686 Pliers,Channellock,Hand Tools,Pliers,Gripping,24.20,Each,TRUE
P00718,Stanley Model 135 Pliers,Stanley,Hand Tools,Pliers,Gripping,30.85,Each,TRUE
P00719,Craftsman Model 695 Pliers,Craftsman,Hand Tools,Pliers,Gripping,46.91,Each,TRUE
P00720,Husky Model 280 Pliers,Husky,Hand Tools,Pliers,Gripping,42.81,Each,TRUE
P00721,Stanley Model 179 Pliers,Stanley,Hand Tools,Pliers,Gripping,46.85,Each,TRUE
P00722,Craftsman Model 902 Pliers,Craftsman,Hand Tools,Pliers,Gripping,22.75,Each,TRUE
P00723,Irwin Model 310 Pliers,Irwin,Hand Tools,Pliers,Gripping,15.79,Each,TRUE
P00724,Stanley Model 102 Pliers,Stanley,Hand Tools,Pliers,Gripping,41.68,Each,TRUE
P00725,Irwin Model 796 Pliers,Irwin,Hand Tools,Pliers,Gripping,27.77,Each,TRUE
P00726,Husky Model 384 Pliers,Husky,Hand Tools,Pliers,Gripping,14.81,Each,TRUE
P00727,Craftsman Model 438 Pliers,Craftsman,Hand Tools,Pliers,Gripping,17.73,Each,TRUE
P00728,Husky Model 974 Pliers,Husky,Hand Tools,Pliers,Gripping,45.15,Each,TRUE
P00729,Husky Model 369 Pliers,Husky,Hand Tools,Pliers,Gripping,39.75,Each,TRUE
P00730,Klein Tools Model 941 Pliers,Klein Tools,Hand Tools,Pliers,Gripping,39.45,Each,TRUE
P00731,Klein Tools Model 427 Pliers,Klein Tools,Hand Tools,Pliers,Gripping,47.25,Each,TRUE
P00732,Craftsman Model 104 Pliers,Craftsman,Hand Tools,Pliers,Gripping,22.12,Each,TRUE
P00733,Channellock Model 374 Pliers,Channellock,Hand Tools,Pliers,Gripping,13.96,Each,TRUE
P00734,Klein Tools Model 474 Pliers,Klein Tools,Hand Tools,Pliers,Gripping,48.10,Each,TRUE
P00735,Channellock Model 314 Pliers,Channellock,Hand Tools,Pliers,Gripping,35.28,Each,TRUE
P00736,Klein Tools Model 995 Pliers,Klein Tools,Hand Tools,Pliers,Gripping,25.12,Each,TRUE
P00737,Husky Model 515 Pliers,Husky,Hand Tools,Pliers,Gripping,35.93,Each,TRUE
P00738,Husky Model 126 Pliers,Husky,Hand Tools,Pliers,Gripping,15.90,Each,TRUE
P00739,Stanley Model 628 Pliers,Stanley,Hand Tools,Pliers,Gripping,34.62,Each,TRUE
P00740,Husky Model 986 Pliers,Husky,Hand Tools,Pliers,Gripping,41.99,Each,TRUE
P00741,Craftsman Model 358 Pliers,Craftsman,Hand Tools,Pliers,Gripping,21.13,Each,TRUE
P00742,Craftsman Model 973 Pliers,Craftsman,Hand Tools,Pliers,Gripping,33.42,Each,TRUE
P00743,Stanley Model 880 Pliers,Stanley,Hand Tools,Pliers,Gripping,37.52,Each,TRUE
P00744,Klein Tools Model 236 Pliers,Klein Tools,Hand Tools,Pliers,Gripping,43.00,Each,TRUE
P00745,Channellock Model 751 Pliers,Channellock,Hand Tools,Pliers,Gripping,22.93,Each,TRUE
P00746,Craftsman Model 394 Pliers,Craftsman,Hand Tools,Pliers,Gripping,21.11,Each,TRUE
P00747,Husky Model 295 Pliers,Husky,Hand Tools,Pliers,Gripping,16.92,Each,TRUE
P00748,Channellock Model 778 Pliers,Channellock,Hand Tools,Pliers,Gripping,20.96,Each,TRUE
P00749,Channellock Model 335 Pliers,Channellock,Hand Tools,Pliers,Gripping,40.84,Each,TRUE
P00750,Irwin Model 854 Pliers,Irwin,Hand Tools,Pliers,Gripping,38.46,Each,TRUE
P00751,Husky Model 693 Pliers,Husky,Hand Tools,Pliers,Gripping,47.49,Each,TRUE
P00752,Stanley Model 140 Pliers,Stanley,Hand Tools,Pliers,Gripping,34.70,Each,TRUE
P00753,Craftsman Model 838 Pliers,Craftsman,Hand Tools,Pliers,Gripping,48.85,Each,TRUE
P00754,Husky Model 291 Pliers,Husky,Hand Tools,Pliers,Gripping,34.33,Each,TRUE
P00755,Channellock Model 300 Pliers,Channellock,Hand Tools,Pliers,Gripping,32.67,Each,TRUE
P00756,Husky Model 542 Pliers,Husky,Hand Tools,Pliers,Gripping,18.31,Each,TRUE
P00757,Craftsman Model 612 Pliers,Craftsman,Hand Tools,Pliers,Gripping,47.67,Each,TRUE
P00758,Husky Model 248 Pliers,Husky,Hand Tools,Pliers,Gripping,30.44,Each,TRUE
P00759,Channellock Model 406 Pliers,Channellock,Hand Tools,Pliers,Gripping,14.83,Each,TRUE
P00760,Craftsman Model 553 Wrenches,Craftsman,Hand Tools,Wrenches,Fastening,58.90,Each,TRUE
P00761,Husky Model 135 Wrenches,Husky,Hand Tools,Wrenches,Fastening,33.17,Each,TRUE
P00762,Husky Model 215 Wrenches,Husky,Hand Tools,Wrenches,Fastening,37.91,Each,TRUE
P00763,Klein Tools Model 906 Wrenches,Klein Tools,Hand Tools,Wrenches,Fastening,55.57,Each,TRUE
P00764,Channellock Model 674 Wrenches,Channellock,Hand Tools,Wrenches,Fastening,46.34,Each,TRUE
P00765,Stanley Model 330 Wrenches,Stanley,Hand Tools,Wrenches,Fastening,26.82,Each,TRUE
P00766,Craftsman Model 670 Wrenches,Craftsman,Hand Tools,Wrenches,Fastening,43.32,Each,TRUE
P00767,Channellock Model 836 Wrenches,Channellock,Hand Tools,Wrenches,Fastening,55.96,Each,TRUE
P00768,Husky Model 761 Wrenches,Husky,Hand Tools,Wrenches,Fastening,39.75,Each,TRUE
P00769,Channellock Model 964 Wrenches,Channellock,Hand Tools,Wrenches,Fastening,76.02,Each,TRUE
P00770,Stanley Model 740 Wrenches,Stanley,Hand Tools,Wrenches,Fastening,21.71,Each,TRUE
P00771,Husky Model 769 Wrenches,Husky,Hand Tools,Wrenches,Fastening,34.71,Each,TRUE
P00772,Irwin Model 150 Wrenches,Irwin,Hand Tools,Wrenches,Fastening,63.03,Each,TRUE
P00773,Klein Tools Model 274 Wrenches,Klein Tools,Hand Tools,Wrenches,Fastening,69.69,Each,TRUE
P00774,Klein Tools Model 377 Wrenches,Klein Tools,Hand Tools,Wrenches,Fastening,70.27,Each,TRUE
P00775,Craftsman Model 989 Wrenches,Craftsman,Hand Tools,Wrenches,Fastening,18.81,Each,TRUE
P00776,Craftsman Model 913 Wrenches,Craftsman,Hand Tools,Wrenches,Fastening,22.78,Each,TRUE
P00777,Klein Tools Model 346 Wrenches,Klein Tools,Hand Tools,Wrenches,Fastening,62.23,Each,TRUE
P00778,Husky Model 700 Wrenches,Husky,Hand Tools,Wrenches,Fastening,43.87,Each,TRUE
P00779,Irwin Model 388 Wrenches,Irwin,Hand Tools,Wrenches,Fastening,25.62,Each,TRUE
P00780,Craftsman Model 636 Wrenches,Craftsman,Hand Tools,Wrenches,Fastening,20.16,Each,TRUE
P00781,Stanley Model 636 Wrenches,Stanley,Hand Tools,Wrenches,Fastening,65.14,Each,TRUE
P00782,Channellock Model 414 Wrenches,Channellock,Hand Tools,Wrenches,Fastening,61.57,Each,TRUE
P00783,Stanley Model 549 Wrenches,Stanley,Hand Tools,Wrenches,Fastening,26.02,Each,TRUE
P00784,Stanley Model 682 Wrenches,Stanley,Hand Tools,Wrenches,Fastening,54.06,Each,TRUE
P00785,Irwin Model 160 Wrenches,Irwin,Hand Tools,Wrenches,Fastening,44.80,Each,TRUE
P00786,Klein Tools Model 904 Wrenches,Klein Tools,Hand Tools,Wrenches,Fastening,15.61,Each,TRUE
P00787,Husky Model 496 Wrenches,Husky,Hand Tools,Wrenches,Fastening,41.99,Each,TRUE
P00788,Irwin Model 634 Wrenches,Irwin,Hand Tools,Wrenches,Fastening,29.82,Each,TRUE
P00789,Klein Tools Model 836 Wrenches,Klein Tools,Hand Tools,Wrenches,Fastening,23.55,Each,TRUE
P00790,Stanley Model 217 Wrenches,Stanley,Hand Tools,Wrenches,Fastening,21.81,Each,TRUE
P00791,Stanley Model 362 Wrenches,Stanley,Hand Tools,Wrenches,Fastening,28.51,Each,TRUE
P00792,Craftsman Model 433 Wrenches,Craftsman,Hand Tools,Wrenches,Fastening,15.68,Each,TRUE
P00793,Husky Model 969 Wrenches,Husky,Hand Tools,Wrenches,Fastening,60.42,Each,TRUE
P00794,Irwin Model 429 Wrenches,Irwin,Hand Tools,Wrenches,Fastening,62.69,Each,TRUE
P00795,Klein Tools Model 661 Wrenches,Klein Tools,Hand Tools,Wrenches,Fastening,48.64,Each,TRUE
P00796,Stanley Model 884 Wrenches,Stanley,Hand Tools,Wrenches,Fastening,76.44,Each,TRUE
P00797,Irwin Model 953 Wrenches,Irwin,Hand Tools,Wrenches,Fastening,71.64,Each,FALSE
P00798,Husky Model 954 Wrenches,Husky,Hand Tools,Wrenches,Fastening,61.73,Each,TRUE
P00799,Husky Model 978 Wrenches,Husky,Hand Tools,Wrenches,Fastening,73.41,Each,TRUE
P00800,Klein Tools Model 371 Wrenches,Klein Tools,Hand Tools,Wrenches,Fastening,56.33,Each,TRUE
P00801,Klein Tools Model 590 Wrenches,Klein Tools,Hand Tools,Wrenches,Fastening,30.79,Each,TRUE
P00802,Irwin Model 999 Wrenches,Irwin,Hand Tools,Wrenches,Fastening,20.40,Each,TRUE
P00803,Craftsman Model 938 Wrenches,Craftsman,Hand Tools,Wrenches,Fastening,32.62,Each,TRUE
P00804,Irwin Model 566 Wrenches,Irwin,Hand Tools,Wrenches,Fastening,44.82,Each,TRUE
P00805,Irwin Model 615 Wrenches,Irwin,Hand Tools,Wrenches,Fastening,54.63,Each,TRUE
P00806,Klein Tools Model 463 Wrenches,Klein Tools,Hand Tools,Wrenches,Fastening,44.54,Each,TRUE
P00807,Channellock Model 948 Wrenches,Channellock,Hand Tools,Wrenches,Fastening,61.18,Each,TRUE
P00808,Stanley Model 795 Wrenches,Stanley,Hand Tools,Wrenches,Fastening,24.13,Each,TRUE
P00809,Irwin Model 189 Wrenches,Irwin,Hand Tools,Wrenches,Fastening,70.31,Each,TRUE
P00810,Klein Tools Model 774 Wrenches,Klein Tools,Hand Tools,Wrenches,Fastening,57.59,Each,TRUE
P00811,Irwin Model 334 Wrenches,Irwin,Hand Tools,Wrenches,Fastening,72.72,Each,TRUE
P00812,Channellock Model 819 Wrenches,Channellock,Hand Tools,Wrenches,Fastening,41.29,Each,FALSE
P00813,Irwin Model 764 Wrenches,Irwin,Hand Tools,Wrenches,Fastening,17.40,Each,TRUE
P00814,Stanley Model 526 Wrenches,Stanley,Hand Tools,Wrenches,Fastening,55.67,Each,TRUE
P00815,Stanley Model 479 Wrenches,Stanley,Hand Tools,Wrenches,Fastening,72.92,Each,TRUE
P00816,Klein Tools Model 964 Wrenches,Klein Tools,Hand Tools,Wrenches,Fastening,23.24,Each,TRUE
P00817,Stanley Model 550 Wrenches,Stanley,Hand Tools,Wrenches,Fastening,40.93,Each,TRUE
P00818,Husky Model 605 Wrenches,Husky,Hand Tools,Wrenches,Fastening,48.92,Each,TRUE
P00819,Craftsman Model 221 Wrenches,Craftsman,Hand Tools,Wrenches,Fastening,64.84,Each,TRUE
P00820,Klein Tools Model 292 Wrenches,Klein Tools,Hand Tools,Wrenches,Fastening,68.67,Each,TRUE
P00821,Craftsman Model 281 Wrenches,Craftsman,Hand Tools,Wrenches,Fastening,55.35,Each,TRUE
P00822,Channellock Model 318 Wrenches,Channellock,Hand Tools,Wrenches,Fastening,42.59,Each,TRUE
P00823,Irwin Model 890 Wrenches,Irwin,Hand Tools,Wrenches,Fastening,66.66,Each,TRUE
P00824,Klein Tools Model 306 Wrenches,Klein Tools,Hand Tools,Wrenches,Fastening,53.90,Each,TRUE
P00825,Stanley Model 880 Wrenches,Stanley,Hand Tools,Wrenches,Fastening,68.72,Each,TRUE
P00826,Irwin Model 749 Socket Sets,Irwin,Hand Tools,Socket Sets,Fastening,54.36,Each,TRUE
P00827,Channellock Model 711 Socket Sets,Channellock,Hand Tools,Socket Sets,Fastening,146.51,Each,TRUE
P00828,Irwin Model 510 Socket Sets,Irwin,Hand Tools,Socket Sets,Fastening,97.76,Each,TRUE
P00829,Irwin Model 328 Socket Sets,Irwin,Hand Tools,Socket Sets,Fastening,163.29,Each,TRUE
P00830,Husky Model 228 Socket Sets,Husky,Hand Tools,Socket Sets,Fastening,147.21,Each,FALSE
P00831,Husky Model 375 Socket Sets,Husky,Hand Tools,Socket Sets,Fastening,162.69,Each,TRUE
P00832,Stanley Model 971 Socket Sets,Stanley,Hand Tools,Socket Sets,Fastening,165.18,Each,TRUE
P00833,Klein Tools Model 653 Socket Sets,Klein Tools,Hand Tools,Socket Sets,Fastening,116.21,Each,TRUE
P00834,Klein Tools Model 460 Socket Sets,Klein Tools,Hand Tools,Socket Sets,Fastening,62.33,Each,TRUE
P00835,Stanley Model 520 Socket Sets,Stanley,Hand Tools,Socket Sets,Fastening,44.32,Each,TRUE
P00836,Klein Tools Model 337 Socket Sets,Klein Tools,Hand Tools,Socket Sets,Fastening,94.22,Each,TRUE
P00837,Stanley Model 328 Socket Sets,Stanley,Hand Tools,Socket Sets,Fastening,162.25,Each,TRUE
P00838,Klein Tools Model 284 Socket Sets,Klein Tools,Hand Tools,Socket Sets,Fastening,150.78,Each,TRUE
P00839,Craftsman Model 260 Socket Sets,Craftsman,Hand Tools,Socket Sets,Fastening,173.98,Each,TRUE
P00840,Husky Model 873 Socket Sets,Husky,Hand Tools,Socket Sets,Fastening,168.42,Each,TRUE
P00841,Husky Model 120 Socket Sets,Husky,Hand Tools,Socket Sets,Fastening,94.28,Each,TRUE
P00842,Klein Tools Model 232 Socket Sets,Klein Tools,Hand Tools,Socket Sets,Fastening,154.96,Each,TRUE
P00843,Klein Tools Model 819 Socket Sets,Klein Tools,Hand Tools,Socket Sets,Fastening,138.57,Each,TRUE
P00844,Husky Model 805 Socket Sets,Husky,Hand Tools,Socket Sets,Fastening,69.54,Each,TRUE
P00845,Irwin Model 499 Socket Sets,Irwin,Hand Tools,Socket Sets,Fastening,132.45,Each,TRUE
P00846,Stanley Model 240 Socket Sets,Stanley,Hand Tools,Socket Sets,Fastening,132.85,Each,TRUE
P00847,Klein Tools Model 452 Socket Sets,Klein Tools,Hand Tools,Socket Sets,Fastening,142.68,Each,TRUE
P00848,Irwin Model 822 Socket Sets,Irwin,Hand Tools,Socket Sets,Fastening,119.57,Each,TRUE
P00849,Irwin Model 383 Socket Sets,Irwin,Hand Tools,Socket Sets,Fastening,167.59,Each,TRUE
P00850,Channellock Model 379 Socket Sets,Channellock,Hand Tools,Socket Sets,Fastening,158.11,Each,TRUE
P00851,Craftsman Model 870 Socket Sets,Craftsman,Hand Tools,Socket Sets,Fastening,184.05,Each,TRUE
